1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.0E-4
7,0.0
8,0.0
9,0.0
10,1.0E-4
11,2.0E-4
12,2.0E-4
13,3.0000000000000003E-4
14,2.0E-4
15,3.0000000000000003E-4
16,3.0000000000000003E-4
17,4.0E-4
18,6.000000000000001E-4
19,5.0E-4
20,5.0E-4
21,0.0
22,0.0
23,0.0
24,1.0E-4
25,1.0E-4
26,0.0
27,1.0E-4
28,1.0E-4
29,1.0E-4
30,1.0E-4
31,0.0
32,0.0
33,1.0E-4
34,1.0E-4
35,1.0E-4
36,1.0E-4
37,1.0E-4
38,1.0E-4
39,1.0E-4
40,2.0E-4
41,1.0E-4
42,1.0E-4
43,1.0E-4
44,2.0E-4
45,2.0E-4
46,2.0E-4
47,2.0E-4
48,4.0E-4
49,2.0E-4
50,3.0000000000000003E-4
51,3.0000000000000003E-4
52,2.0E-4
53,3.0000000000000003E-4
54,3.0000000000000003E-4
55,3.0000000000000003E-4
56,4.0E-4
57,4.0E-4
58,4.0E-4
59,3.0000000000000003E-4
60,4.0E-4
61,5.0E-4
62,4.0E-4
63,8.0E-4
64,5.0E-4
65,5.0E-4
66,6.000000000000001E-4
67,5.0E-4
68,7.0E-4
69,7.0E-4
70,7.0E-4
71,6.000000000000001E-4
72,7.0E-4
73,9.0E-4
74,7.0E-4
75,8.0E-4
76,8.0E-4
77,9.0E-4
78,0.0010
79,9.0E-4
80,0.0010999999999999998
81,0.0010
82,0.0010999999999999998
83,0.0010999999999999998
84,0.0012000000000000001
85,0.0012000000000000001
86,0.0013
87,0.0013
88,0.0014
89,0.0013
90,0.0016
91,0.0016
92,0.0015
93,0.0015
94,0.0017000000000000001
95,0.0017000000000000001
96,0.0017000000000000001
97,0.0018
98,0.0018
99,0.0020
100,0.0021000000000000003
101,0.0021999999999999997
102,0.0024000000000000002
103,0.0023
104,0.0025
105,0.0024000000000000002
106,0.0025
107,0.0025
108,0.0026
109,0.0025
110,0.0028
111,0.0028
112,0.0030
113,0.0028
114,0.0031
115,0.0031
116,0.0033
117,0.0033
118,0.0033
119,0.0036999999999999997
120,0.0062
121,0.0046
122,0.004399999999999999
123,0.0040
124,0.0039
125,0.0040
126,0.0058000000000000005
127,0.0041
128,0.004399999999999999
129,0.004200000000000001
130,0.004399999999999999
131,0.0045
132,0.0047
133,0.0048000000000000004
134,0.0052
135,0.0050
136,0.0053
137,0.0050999999999999995
138,0.0059
139,0.0056
140,0.0062
141,0.0064
142,0.0067
143,0.006500000000000001
144,0.0073999999999999995
145,0.0073999999999999995
146,0.006900000000000001
147,0.0066
148,0.006900000000000001
149,0.0070999999999999995
150,0.007299999999999999
151,0.0083
152,0.0086
153,0.0078
154,0.0090
155,0.0086
156,0.0112
157,0.011
158,0.012199999999999999
159,0.010499999999999999
160,0.0093
161,0.01
162,0.0094
163,0.0095
164,0.010199999999999999
165,0.0099
166,0.0106
167,0.0112
168,0.0112
169,0.0156
