index
0
1994
1762
1363
178
1927
417
509
289
1589
252
227
1823
1645
675
360
680
72
1536
1024
1988
1453
915
367
1476
995
128
520
1973
1978
1420
1722
847
130
282
693
41
1659
415
1566
1219
1593
1533
1588
1387
1891
1242
244
373
1218
1756
1815
1650
555
19
1865
158
245
211
199
1688
186
1311
949
329
1699
398
1820
1270
687
694
117
1384
662
913
248
878
570
1054
30
1414
1435
1165
557
1159
49
750
646
596
293
1322
189
77
69
1209
1413
1540
1577
1970
1496
204
1261
295
601
1289
96
616
1477
1247
146
1679
1885
957
2018
1483
254
376
769
1275
149
496
452
1635
4
560
483
1928
826
638
736
656
1887
5
1304
871
588
231
1355
1627
874
631
629
10
587
515
1902
7
283
1766
459
55
738
1896
882
1581
34
608
597
107
1383
1751
919
1446
291
104
1343
1941
934
650
1470
518
1701
429
984
274
1026
2
702
103
35
528
753
454
1990
374
785
1623
1057
970
823
809
1443
581
813
1460
1201
1826
1210
1378
322
1021
633
66
864
1088
933
1364
36
728
1640
978
640
1337
1227
334
1467
2012
1123
523
1472
1510
781
903
1981
1186
1108
353
1102
1840
237
1029
1150
1888
469
499
746
889
238
1373
1349
109
1752
1013
121
188
1118
32
1618
266
583
875
200
458
1168
1207
1680
1860
958
1743
420
219
1463
1169
1152
741
580
1128
308
1340
1982
1878
756
75
422
79
2022
1709
84
1797
964
710
355
1771
1258
744
1606
1873
950
681
1572
1009
1034
93
228
1653
1173
1488
285
337
1604
1856
1511
1115
521
843
1802
1966
960
1576
233
1182
1114
1070
1121
834
916
148
1514
1074
1008
730
1376
191
423
246
76
1881
1558
1916
1236
239
1253
754
774
1028
1305
772
380
198
236
400
1469
1174
1457
1132
668
963
896
1732
2017
1753
488
64
803
1687
1895
976
642
704
1093
62
195
1602
162
1131
1099
908
605
2039
1652
1357
201
1712
909
350
1595
1984
1432
546
112
956
502
1836
636
249
1843
497
1144
818
590
752
251
703
760
643
1075
1228
1464
1713
1273
554
912
1497
1177
1087
434
983
1191
765
115
1129
973
1403
1564
563
430
985
1707
1243
573
409
223
1870
1017
997
218
399
1142
264
1172
1052
627
1913
1799
411
1673
1556
2038
1963
1866
356
1136
770
529
1276
410
574
1532
1907
1215
624
763
1445
1681
917
302
1772
267
653
1279
1046
486
1000
1246
1642
712
723
914
108
1846
1544
885
358
20
1069
2029
1339
1163
644
1597
241
290
671
44
1454
479
717
1306
1230
1575
1175
247
1819
1517
255
1444
1749
1223
1817
1943
1374
568
1030
54
1345
470
525
682
443
1506
1518
1849
1976
1908
61
2043
1334
787
438
542
714
696
591
672
1389
1584
1148
273
844
1621
1807
1917
335
1092
981
992
414
1379
925
1018
634
177
1405
1426
1314
514
1835
297
800
1523
1127
1932
142
1987
1032
862
789
918
938
42
962
1406
852
1554
303
1693
1076
1439
1113
445
1449
1837
1965
404
1224
1237
366
1002
59
375
1883
43
626
615
1433
1741
952
1292
647
2003
1313
1195
1535
1736
1438
1868
883
1700
1912
1309
955
507
1035
354
954
853
332
977
1745
1388
1073
816
884
1106
1171
748
1759
138
946
1412
1268
667
670
71
357
1591
1226
1493
795
102
28
517
1886
31
906
929
873
776
14
1676
1608
856
116
931
15
1455
1122
98
870
131
125
1498
1043
1686
1882
1294
50
848
1143
1552
1543
863
1257
134
1361
861
87
991
442
815
921
45
1170
377
1515
53
1086
95
1719
1792
159
1768
243
1126
1775
784
1631
1791
506
256
657
822
1095
38
1440
1431
324
1082
1910
1586
451
679
1625
1190
1125
1583
620
265
1624
846
65
880
143
1060
352
1326
321
272
576
599
1501
1370
89
1264
1663
1090
968
1366
193
907
